X1,X2,X3,X4,X5,X6,X7,X8
0.3752783455116915,0.5018785632439917,-0.6456364873085383,-0.3806518718926285,-0.17054988810358873,-1.4069773229385558,-0.8270528126513969,-1.5248354902193735
-0.640813314869904,1.3343537701656494,-0.9788602435902122,-0.2185831806939309,0.4503949126720153,0.09762866985398866,-0.47120922195566795,-0.8737706943928689
1.6458739367085085,1.0934239940106076,-0.8326436038842866,-0.7254445683665036,0.35141739690956497,-1.5043460934735782,-0.34694250709762786,-0.8734527457989698
-4.173320807781072,0.7975471341204643,0.31505684454715643,-0.27689252667062436,-0.4870378723074869,-0.6040275318027358,-0.09567177188702669,2.2403291753073282
-1.9973167375112735,4.015371823839384,2.9957562711848387,-0.7280941432696997,0.6445728446283814,-0.30996858828092777,-0.523191518424726,2.780929888136983
-1.4816185526696617,-3.1426996047356086,-0.43646190761136516,0.8057802826730915,-1.407357890474441,-2.153677993706476,-0.9138038912802597,-1.379103571556667
0.20082215569907547,0.545198273418338,-0.7159602983991721,-0.14774551035035932,-0.6565450357549749,0.37453053510977496,-0.9881476439349091,-1.7015829237563667
0.22319400289801683,2.8837611705843846,-0.6022437460927644,-0.16082142987152326,1.108579527536506,1.0542968961514978,-0.5012013000208388,-1.2824946269602662
-0.6029740759822927,-3.9286970051026704,-0.6386577770650871,0.6012054551768895,-1.1692537449149651,1.5501601551103321,0.586308118344306,0.07184111889323452
2.7184068303499695,1.7941123156077592,-0.8703663967763987,-0.7510766422344155,2.9269912385874726,3.894922975413523,2.4998035033705572,1.1337984780629111
2.9140546312278457,0.7118927479873014,0.08332513487160997,-0.7404525652014032,0.27331614253431,-1.0079089233483982,0.3124902477191256,0.0054593433531804625
-6.917083320682151,-8.951252547279864,0.37584885351744357,2.084096832296985,-4.4432106386569306,-3.366942856742613,-0.5570613203685335,1.1220256849041688
-4.147036084325297,-3.946970173750581,0.5078091306428072,-0.08137497847825825,-0.5612382768836932,1.6272074055146502,1.6749922833323954,3.777386291917601
0.6895782840303744,-2.6377103104488118,4.309882795759777,-0.15239824791719836,-0.7136384613483626,3.0390160407400444,1.3974654579800165,4.222205303720188
-1.4195620203564951,4.103618745740721,1.1066602347767636,-0.9834352140420114,2.2450033930780133,1.3267461949481336,0.45294376173184747,2.7409016192861952
2.7942143387760083,1.56147741742108,0.644865840495582,-0.5034457314161589,1.1521614990031148,1.4942602376935596,1.4670248402375998,0.1542118876037264
3.536083825010249,-6.97979114167218,0.043491481976603685,1.3093902228569734,-2.6402112312165515,-0.6614899514076003,0.3743041974033041,-0.936602269289457
0.8631887141412865,-3.3018152199429176,-0.407475801039209,0.6719741886720019,-1.9155443448205074,-2.225416577894748,-0.2551443121507643,-0.992649595454518
-0.9887967049545097,2.628257483537167,-0.9555464437281528,-0.48939958557611074,0.6178426897650631,-0.21581539740463507,0.5492892842628263,0.70793291133351
0.7089799869684988,-1.0381014840417475,-0.04339721317980194,0.05513828671860699,-0.27422205488946505,-0.4114196563015067,-0.00550163438908835,-0.5320487827196158
3.454966409160996,1.4586972579114794,-0.37861691250705687,-0.5339194845927818,1.4875913684559856,1.6990490940551122,1.2932806976901898,-0.7469920231832067
-0.6617237220988129,3.503337807671683,0.507961375109591,-0.39614269850445993,-0.13290430071738002,0.4364584255441547,-0.7542335044732864,-0.11504873819118544
-0.39816274253610173,8.18795063517411,1.0280015811562464,-0.5652491362197007,1.3121916795928275,-0.45533972949870727,-0.8499720268371262,0.24174076714924575
-1.7586502660449814,3.744392816922539,-0.6679311853027299,-0.7533688490660595,1.4196234062779152,-0.47620379146375,-0.39067581970786236,0.5850490062521159
-0.4356919481969963,2.9327065711286595,-0.9502492787962739,-0.21089288263541495,-0.08028350101007103,-1.6800865374190266,-0.8793358825188821,-1.286696828454494
0.7316857886988894,-0.34766369155957566,-0.07517776487722616,-0.32662280199717975,-0.405288186356627,-1.1775466242404815,-0.3761811313294632,-1.021268244356991
-1.2761986881653713,-10.955607703972062,1.5534193997940475,2.0748143219624033,-4.319119263190889,-2.523355015827017,0.13446863103297746,1.867360288545147
4.594861702438049,2.3326247385484136,-0.17892840339154403,-0.8836757658927797,0.5785865111482611,-0.25271220344694234,0.9060581842032716,-0.943106826427208
4.539571891278265,-2.3460272444161916,1.1309428858443762,-0.40185753303189853,0.45505896675906976,1.6210585256755219,2.499461806443837,0.4195812616617478
-1.4617006920095255,1.2364729754732031,-0.2469852546601674,0.44350255286970497,0.1897308842033596,1.6641525632009444,-0.6208571727790957,-0.8311810116213819
-1.8636741602844784,1.4372568068300604,0.3139940476439089,-0.27228105206622255,0.5370024086928619,-0.9014120077302111,-0.5180593728788423,1.1456701474211748
2.4341625238218447,-6.934893168747218,-0.7112170053161948,1.6522314838597492,-3.471032543641062,-2.678508516928776,-0.5623141757955101,0.23226592738600627
-0.5344922370118907,4.134220161307147,-0.8655827491613116,-0.5137135267831124,0.8034600918562924,-1.5377083387814587,-0.953312445839183,-0.8031014060277331
0.13259424522489116,4.366297142675391,-0.8575191672597079,-0.8347751785298247,1.5313744065229624,-0.6832999788668233,-0.8267116025425556,-0.9894910405563853
2.3459713919884413,1.4094357478772923,-0.8823176819249124,1.1518915749403233,1.1320360348167957,0.6287163522292223,-0.8935924683668246,-1.8054679790000123
3.906718509924736,1.8508035794062605,-0.9453268810864704,-0.9292432316237498,0.5948961076875222,-0.6987173756223362,-0.17663489129684695,-1.9803758870629737
-2.7654056502575397,3.1271662336955797,0.7165931914944821,-0.441920574049974,0.5623194061711609,-0.2967367954239542,-0.4398025673654168,1.5392383095661368
5.544007640028065,2.0869397372032163,-0.5513850012330729,-0.5830230817821782,2.1871619240122,2.242093268612546,1.808628174003871,-1.2107346788587805
-4.050164641934564,-0.7782858388734322,-0.6138687373349052,-0.07912512045533449,-0.8128229853350528,-2.758995706423388,-0.971657856115987,0.8880684647864161
-1.03587366453692,0.2648116284092812,-0.0650406654086626,0.29921664983861906,-1.2030043787345148,-2.065765807116482,-0.6814701631929333,-0.27635012498915223
0.15349965130602228,2.092505451731709,-0.8127325445318232,-0.35908313037272555,0.5590008475040933,1.9586925657859822,-0.4948305567523259,-0.7036261421246167
-1.0878530518400273,-4.994491138797786,0.918292441851646,0.8846613361705102,-1.9617970111886103,0.007169395392930766,-0.08951204092204679,1.1465877606528856
1.2662144328420974,4.4107108367618695,0.29195603944044946,-0.9527443112883347,1.2888636972021086,-0.2153341106998402,-0.7377464732070576,0.0017044407796666938
1.9469335636129956,2.1039123837852136,-0.6707578039992943,-0.6086182807683786,0.6955773298102458,0.05281623398012569,-0.6255474438903692,-1.796266828877494
2.9530085140322355,1.153127171766018,-0.7994081856275639,-0.1267230421561064,0.34883186699703717,0.4912899966350046,-0.733523544984227,-1.8205576899871923
